Batch,User,Source,StartDate,EndDate,Actual Samples,Expected Samples,Final Missing %
Batch2,cmp1_usr663,Permission,2024.12.20 20:12,2024.12.28 14:12,31,224,86.16
Batch2,cmp1_usr664,Light,2024.12.20 20:38,2025.3.7 15:12,15082,22111,31.79
Batch2,cmp1_usr664,Connectivity,2024.12.20 20:38,2025.3.7 15:12,15082,22111,31.79
Batch2,cmp1_usr664,Battery,2024.12.20 20:38,2025.3.7 15:12,15082,22111,31.79
Batch2,cmp1_usr664,Permission,2024.12.20 20:33,2025.3.7 10:16,224,307,27.04
Batch2,cmp1_usr665,Light,2024.12.20 20:58,2025.3.1 10:38,17954,20324,11.66
Batch2,cmp1_usr665,Connectivity,2024.12.20 20:58,2025.3.1 10:38,17954,20324,11.66
Batch2,cmp1_usr665,Battery,2024.12.20 20:58,2025.3.1 10:38,17954,20324,11.66
Batch2,cmp1_usr665,Permission,2024.12.20 20:53,2025.3.1 10:18,249,283,12.01
Batch2,cmp1_usr666,Light,,,0,16128,100
Batch2,cmp1_usr666,Connectivity,,,0,16128,100
Batch2,cmp1_usr666,Battery,,,0,16128,100
Batch2,cmp1_usr666,Permission,,,0,224,100
Batch2,cmp1_usr667,Light,2025.1.11 10:16,2025.4.11 7:40,20186,25889,22.03
Batch2,cmp1_usr667,Connectivity,2025.1.11 10:16,2025.4.11 7:40,20189,25889,22.02
Batch2,cmp1_usr667,Battery,2025.1.11 10:16,2025.4.11 7:40,20189,25889,22.02
Batch2,cmp1_usr667,Permission,2025.1.11 10:11,2025.4.11 4:00,287,359,20.06
Batch2,cmp1_usr668,Light,2024.12.23 0:13,2025.3.8 18:29,21772,21820,0.22
Batch2,cmp1_usr668,Connectivity,2024.12.23 0:13,2025.3.8 18:29,21772,21820,0.22
Batch2,cmp1_usr668,Battery,2024.12.23 0:13,2025.3.8 18:29,21772,21820,0.22
Batch2,cmp1_usr668,Permission,2024.12.23 0:08,2025.3.8 15:54,303,303,0
Batch2,cmp1_usr669,Light,2024.12.23 14:00,2025.2.17 17:33,5327,16171,67.06
Batch2,cmp1_usr669,Connectivity,2024.12.23 14:00,2025.2.17 17:33,5327,16171,67.06
Batch2,cmp1_usr669,Battery,2024.12.23 14:00,2025.2.17 17:33,5327,16171,67.06
Batch2,cmp1_usr669,Permission,2024.12.23 13:55,2025.2.28 9:04,105,268,60.82
Batch2,cmp1_usr670,Light,2024.12.24 0:45,2025.2.21 8:57,13775,17091,19.4
Batch2,cmp1_usr670,Connectivity,2024.12.24 0:45,2025.2.21 8:57,13775,17091,19.4
Batch2,cmp1_usr670,Battery,2024.12.24 0:45,2025.2.21 8:57,13775,17091,19.4
Batch2,cmp1_usr670,Permission,2024.12.24 0:40,2025.2.21 4:12,199,237,16.03
Batch2,cmp1_usr671,Light,2024.12.24 12:39,2025.3.30 20:35,26286,27744,5.26
Batch2,cmp1_usr671,Connectivity,2024.12.24 12:39,2025.3.30 20:35,26286,27744,5.26
Batch2,cmp1_usr671,Battery,2024.12.24 12:39,2025.3.30 20:35,26286,27744,5.26
Batch2,cmp1_usr671,Permission,2024.12.24 12:34,2025.3.30 16:00,368,385,4.42
Batch2,cmp1_usr672,Light,2024.12.24 13:28,2025.3.31 8:58,27224,27883,2.36
Batch2,cmp1_usr672,Connectivity,2024.12.24 13:28,2025.3.31 8:58,27224,27883,2.36
Batch2,cmp1_usr672,Battery,2024.12.24 13:28,2025.3.31 8:58,27224,27883,2.36
Batch2,cmp1_usr672,Permission,2024.12.24 13:23,2025.3.31 5:23,379,387,2.07
Batch2,cmp1_usr674,Light,2024.12.25 22:29,2025.2.24 17:19,17333,17506,0.99
Batch2,cmp1_usr674,Connectivity,2024.12.25 22:29,2025.2.24 17:19,17333,17506,0.99
Batch2,cmp1_usr674,Battery,2024.12.25 22:29,2025.2.24 17:19,17333,17506,0.99
Batch2,cmp1_usr674,Permission,2024.12.25 22:24,2025.2.24 13:59,243,243,0
Batch2,cmp1_usr675,Light,2024.12.26 0:20,2025.2.24 17:50,16312,17491,6.74
Batch2,cmp1_usr675,Connectivity,2024.12.26 0:20,2025.2.24 17:50,16312,17491,6.74
Batch2,cmp1_usr675,Battery,2024.12.26 0:20,2025.2.24 17:50,16312,17491,6.74
Batch2,cmp1_usr675,Permission,2024.12.26 0:15,2025.2.24 18:06,228,243,6.17
Batch2,cmp1_usr676,Light,2024.12.26 15:20,2025.2.18 18:10,15582,16128,3.39
Batch2,cmp1_usr676,Connectivity,2024.12.26 15:20,2025.2.18 18:10,15582,16128,3.39
Batch2,cmp1_usr676,Battery,2024.12.26 15:20,2025.2.18 18:10,15582,16128,3.39
Batch2,cmp1_usr676,Permission,2024.12.26 15:15,2025.2.18 16:55,217,224,3.12
Batch2,cmp1_usr677,Light,2024.12.26 16:12,2025.2.12 17:28,13519,16128,16.18
Batch2,cmp1_usr677,Connectivity,2024.12.26 16:12,2025.2.12 17:28,13519,16128,16.18
Batch2,cmp1_usr677,Battery,2024.12.26 16:12,2025.2.12 17:28,13519,16128,16.18
Batch2,cmp1_usr677,Permission,2024.12.26 16:07,2025.2.12 11:58,188,224,16.07
Batch2,cmp1_usr678,Light,2024.12.26 15:17,2025.3.5 7:12,9488,19775,52.02
Batch2,cmp1_usr678,Connectivity,2024.12.26 15:17,2025.3.5 7:12,9489,19775,52.02
Batch2,cmp1_usr678,Battery,2024.12.26 15:17,2025.3.5 7:12,9488,19775,52.02
Batch2,cmp1_usr678,Permission,2024.12.26 15:12,2025.3.5 6:37,147,275,46.55
Batch2,cmp1_usr682,Light,2024.12.31 17:59,2024.12.31 19:34,20,16128,99.88
Batch2,cmp1_usr682,Connectivity,2024.12.31 17:59,2024.12.31 19:34,20,16128,99.88
Batch2,cmp1_usr682,Battery,2024.12.31 17:59,2024.12.31 19:34,20,16128,99.88
Batch2,cmp1_usr682,Permission,2024.12.31 17:54,2024.12.31 17:54,1,224,99.55
Batch2,cmp1_usr683,Light,2024.12.31 17:57,2025.1.9 16:12,2568,16128,84.08
Batch2,cmp1_usr683,Connectivity,2024.12.31 17:57,2025.1.9 16:12,2568,16128,84.08
Batch2,cmp1_usr683,Battery,2024.12.31 17:57,2025.1.9 16:12,2568,16128,84.08
Batch2,cmp1_usr683,Permission,2024.12.31 17:52,2025.1.9 14:52,36,224,83.93
Batch2,cmp1_usr684,Light,2025.1.6 16:54,2025.5.21 8:56,37209,38785,4.06
Batch2,cmp1_usr684,Connectivity,2025.1.6 16:54,2025.5.21 8:56,37209,38785,4.06
Batch2,cmp1_usr684,Battery,2025.1.6 16:54,2025.5.21 8:56,37209,38785,4.06
Batch2,cmp1_usr684,Permission,2025.1.6 16:49,2025.5.21 8:21,520,539,3.53
Batch2,cmp1_usr685,Light,2025.1.6 17:00,2025.3.8 13:40,7105,17529,59.47
Batch2,cmp1_usr685,Connectivity,2025.1.6 17:00,2025.3.8 13:40,7103,17529,59.48
Batch2,cmp1_usr685,Battery,2025.1.6 17:00,2025.3.8 13:40,7103,17529,59.48
Batch2,cmp1_usr685,Permission,2025.1.6 16:55,2025.3.8 8:54,114,243,53.09
Batch2,cmp1_usr686,Light,2025.1.7 19:22,2025.3.11 6:49,6025,17994,66.52
Batch2,cmp1_usr686,Connectivity,2025.1.7 19:22,2025.3.11 6:49,6025,17994,66.52
Batch2,cmp1_usr686,Battery,2025.1.7 19:22,2025.3.11 6:49,6025,17994,66.52
Batch2,cmp1_usr686,Permission,2025.1.7 19:17,2025.3.11 2:40,103,250,58.8
Batch2,cmp1_usr687,Light,2025.1.7 19:25,2025.3.21 16:11,11080,20986,47.2
Batch2,cmp1_usr687,Connectivity,2025.1.7 19:25,2025.3.21 16:11,11084,20986,47.18
Batch2,cmp1_usr687,Battery,2025.1.7 19:25,2025.3.21 16:11,11075,20986,47.23
Batch2,cmp1_usr687,Permission,2025.1.7 19:20,2025.3.21 11:34,165,291,43.3
Batch2,cmp1_usr688,Light,2025.1.7 19:34,2025.3.25 15:51,20023,22132,9.53
Batch2,cmp1_usr688,Connectivity,2025.1.7 19:34,2025.3.25 15:51,20023,22132,9.53
Batch2,cmp1_usr688,Battery,2025.1.7 19:34,2025.3.25 15:51,20023,22132,9.53
Batch2,cmp1_usr688,Permission,2025.1.7 19:29,2025.3.25 13:41,285,308,7.47
Batch2,cmp1_usr689,Light,2025.1.7 19:43,2025.1.8 7:43,145,16128,99.1
Batch2,cmp1_usr689,Connectivity,2025.1.7 19:43,2025.1.8 7:43,145,16128,99.1
Batch2,cmp1_usr689,Battery,2025.1.7 19:43,2025.1.8 7:43,145,16128,99.1
Batch2,cmp1_usr689,Permission,2025.1.7 19:38,2025.1.8 7:38,3,224,98.66
Batch2,cmp1_usr690,Light,2025.1.10 18:50,2025.3.19 8:44,9144,19463,53.02
Batch2,cmp1_usr690,Connectivity,2025.1.10 18:50,2025.3.19 8:44,9144,19463,53.02
Batch2,cmp1_usr690,Battery,2025.1.10 18:50,2025.3.19 8:44,9144,19463,53.02
Batch2,cmp1_usr690,Permission,2025.1.10 18:45,2025.3.19 14:08,149,272,45.22
Batch2,cmp1_usr691,Light,2025.1.10 18:58,2025.3.7 16:36,11480,16128,28.82
Batch2,cmp1_usr691,Connectivity,2025.1.10 18:58,2025.3.7 16:36,11480,16128,28.82
Batch2,cmp1_usr691,Battery,2025.1.10 18:58,2025.3.7 16:36,11480,16128,28.82
Batch2,cmp1_usr691,Permission,2025.1.10 18:53,2025.3.7 16:06,163,224,27.23
Batch2,cmp1_usr692,Light,2025.1.11 10:35,2025.3.18 22:23,18386,19150,3.99
Batch2,cmp1_usr692,Connectivity,2025.1.11 10:35,2025.3.18 22:23,18386,19150,3.99
Batch2,cmp1_usr692,Battery,2025.1.11 10:35,2025.3.18 22:23,18386,19150,3.99
Batch2,cmp1_usr692,Permission,2025.1.11 10:30,2025.3.18 20:48,259,266,2.63
Batch2,cmp1_usr693,Light,2025.1.14 18:14,2025.4.6 13:33,21693,23560,7.92
Batch2,cmp1_usr693,Connectivity,2025.1.14 18:14,2025.4.6 13:33,21691,23560,7.93
Batch2,cmp1_usr693,Battery,2025.1.14 18:14,2025.4.6 13:33,21691,23560,7.93
Batch2,cmp1_usr693,Permission,2025.1.14 18:09,2025.4.6 13:08,305,328,7.01
Batch2,cmp1_usr694,Light,2025.1.14 18:22,2025.4.10 8:46,21797,24653,11.58
Batch2,cmp1_usr694,Connectivity,2025.1.14 18:22,2025.4.10 8:46,21797,24653,11.58
Batch2,cmp1_usr694,Battery,2025.1.14 18:22,2025.4.10 8:46,21797,24653,11.58
Batch2,cmp1_usr694,Permission,2025.1.14 18:17,2025.4.10 7:01,306,343,10.79
Batch2,cmp1_usr695,Light,2025.1.14 19:19,2025.3.26 0:04,11791,20217,41.68
Batch2,cmp1_usr695,Connectivity,2025.1.14 19:19,2025.3.26 0:04,11792,20217,41.67
Batch2,cmp1_usr695,Battery,2025.1.14 19:19,2025.3.26 0:04,11791,20217,41.68
Batch2,cmp1_usr695,Permission,2025.1.14 19:14,2025.3.26 9:49,172,283,39.22
Batch2,cmp1_usr696,Light,2025.1.15 9:53,2025.3.19 22:24,17740,18295,3.03
Batch2,cmp1_usr696,Connectivity,2025.1.15 9:53,2025.3.19 22:24,17740,18295,3.03
Batch2,cmp1_usr696,Battery,2025.1.15 9:53,2025.3.19 22:24,17740,18295,3.03
Batch2,cmp1_usr696,Permission,2025.1.14 21:17,2025.3.19 19:24,251,256,1.95
Batch2,cmp1_usr698,Light,2025.1.14 20:39,2025.3.25 1:28,15488,19930,22.29
Batch2,cmp1_usr698,Connectivity,2025.1.14 20:39,2025.3.25 1:28,15488,19930,22.29
Batch2,cmp1_usr698,Battery,2025.1.14 20:39,2025.3.25 1:28,15488,19930,22.29
Batch2,cmp1_usr698,Permission,2025.1.14 20:34,2025.3.30 11:21,221,299,26.09
Batch2,cmp1_usr699,Light,2025.1.14 21:40,2025.3.23 11:14,19420,19459,0.2
Batch2,cmp1_usr699,Connectivity,2025.1.14 21:40,2025.3.23 11:14,19420,19459,0.2
Batch2,cmp1_usr699,Battery,2025.1.14 21:40,2025.3.23 11:14,19420,19459,0.2
Batch2,cmp1_usr699,Permission,2025.1.14 21:35,2025.3.23 10:39,271,271,0
Batch2,cmp1_usr700,Light,2025.1.17 16:46,2025.4.1 11:29,16118,21249,24.15
Batch2,cmp1_usr700,Connectivity,2025.1.17 16:46,2025.4.1 11:29,16118,21249,24.15
Batch2,cmp1_usr700,Battery,2025.1.17 16:46,2025.4.1 11:29,16118,21249,24.15
Batch2,cmp1_usr700,Permission,2025.1.17 16:41,2025.4.1 10:49,235,296,20.61
Batch2,cmp1_usr701,Light,2025.1.17 17:09,2025.1.21 8:29,1049,16128,93.5
Batch2,cmp1_usr701,Connectivity,2025.1.17 17:09,2025.1.21 8:29,1049,16128,93.5
Batch2,cmp1_usr701,Battery,2025.1.17 17:09,2025.1.21 8:29,1049,16128,93.5
Batch2,cmp1_usr701,Permission,2025.1.17 17:04,2025.1.21 5:04,15,224,93.3
Batch2,cmp1_usr702,Light,2025.1.20 21:44,2025.4.7 11:40,15964,22056,27.62
Batch2,cmp1_usr702,Connectivity,2025.1.20 21:44,2025.4.7 11:40,15964,22056,27.62
Batch2,cmp1_usr702,Battery,2025.1.20 21:44,2025.4.7 11:40,15964,22056,27.62
Batch2,cmp1_usr702,Permission,2025.1.20 21:39,2025.4.7 9:20,230,306,24.84
Batch2,cmp1_usr703,Light,2025.1.21 17:24,2025.3.26 21:08,17426,18477,5.69
Batch2,cmp1_usr703,Connectivity,2025.1.21 17:24,2025.3.26 21:08,17426,18477,5.69
Batch2,cmp1_usr703,Battery,2025.1.21 17:24,2025.3.26 21:08,17426,18477,5.69
Batch2,cmp1_usr703,Permission,2025.1.21 17:19,2025.3.26 15:58,245,256,4.3
Batch2,cmp1_usr704,Light,2025.1.21 17:27,2025.2.9 21:21,5518,16128,65.79
Batch2,cmp1_usr704,Connectivity,2025.1.21 17:27,2025.2.9 21:21,5519,16128,65.78
Batch2,cmp1_usr704,Battery,2025.1.21 17:27,2025.2.9 21:21,5519,16128,65.78
Batch2,cmp1_usr704,Permission,2025.1.21 17:22,2025.2.9 19:46,77,224,65.62
Batch2,cmp1_usr705,Light,2025.1.21 18:25,2025.3.31 11:51,8119,19794,58.98
Batch2,cmp1_usr705,Connectivity,2025.1.21 18:25,2025.3.31 11:51,8119,19794,58.98
Batch2,cmp1_usr705,Battery,2025.1.21 18:25,2025.3.31 11:51,8119,19794,58.98
Batch2,cmp1_usr705,Permission,2025.1.21 18:20,2025.3.31 6:30,120,275,56.36
Batch2,cmp1_usr706,Light,2025.1.21 18:39,2025.3.12 12:47,14301,16128,11.33
Batch2,cmp1_usr706,Connectivity,2025.1.21 18:39,2025.3.12 12:47,14301,16128,11.33
Batch2,cmp1_usr706,Battery,2025.1.21 18:39,2025.3.12 12:47,14301,16128,11.33
Batch2,cmp1_usr706,Permission,2025.1.21 18:34,2025.3.12 12:50,200,224,10.71
Batch2,cmp1_usr707,Light,2025.1.21 22:34,2025.3.28 13:28,11560,18899,38.83
Batch2,cmp1_usr707,Connectivity,2025.1.21 22:34,2025.3.28 13:28,11560,18899,38.83
Batch2,cmp1_usr707,Battery,2025.1.21 22:34,2025.3.28 13:28,11560,18899,38.83
Batch2,cmp1_usr707,Permission,2025.1.21 22:29,2025.3.28 9:58,164,262,37.4
Batch2,cmp1_usr708,Light,2025.1.23 7:24,2025.3.19 14:34,15776,16128,2.18
Batch2,cmp1_usr708,Connectivity,2025.1.23 7:24,2025.3.19 14:34,15776,16128,2.18
Batch2,cmp1_usr708,Battery,2025.1.23 7:24,2025.3.19 14:34,15776,16128,2.18
Batch2,cmp1_usr708,Permission,2025.1.23 7:19,2025.3.19 13:09,221,224,1.34
Batch2,cmp1_usr709,Light,2025.2.12 18:32,2025.3.27 8:23,8503,16128,47.28
Batch2,cmp1_usr709,Connectivity,2025.2.12 18:32,2025.3.27 8:23,8503,16128,47.28
Batch2,cmp1_usr709,Battery,2025.2.12 18:32,2025.3.27 8:23,8503,16128,47.28
Batch2,cmp1_usr709,Permission,2025.2.12 18:27,2025.3.27 3:48,124,224,44.64
Batch2,cmp1_usr710,Light,2025.1.23 20:17,2025.3.29 13:47,17521,18642,6.01
Batch2,cmp1_usr710,Connectivity,2025.1.23 20:17,2025.3.29 13:47,17521,18642,6.01
Batch2,cmp1_usr710,Battery,2025.1.23 20:17,2025.3.29 13:47,17521,18642,6.01
Batch2,cmp1_usr710,Permission,2025.1.23 20:12,2025.3.29 10:42,244,259,5.79
Batch2,cmp1_usr711,Light,2025.1.23 23:18,2025.3.29 8:55,14177,18548,23.57
Batch2,cmp1_usr711,Connectivity,2025.1.23 23:18,2025.3.29 8:55,14181,18548,23.54
Batch2,cmp1_usr711,Battery,2025.1.23 23:18,2025.3.29 8:55,14181,18548,23.54
Batch2,cmp1_usr711,Permission,2025.1.23 23:13,2025.3.30 1:38,203,261,22.22
Batch2,cmp1_usr712,Light,2025.1.23 23:45,2025.4.15 21:15,5570,23587,76.39
Batch2,cmp1_usr712,Connectivity,2025.1.23 23:45,2025.4.15 21:15,5569,23587,76.39
Batch2,cmp1_usr712,Battery,2025.1.23 23:45,2025.4.15 21:15,5569,23587,76.39
Batch2,cmp1_usr712,Permission,2025.1.23 23:40,2025.4.15 21:05,91,328,72.26
Batch2,cmp1_usr713,Light,2025.1.24 5:35,2025.3.31 18:24,17473,19162,8.81
Batch2,cmp1_usr713,Connectivity,2025.1.24 5:34,2025.3.31 18:24,17616,19163,8.07
Batch2,cmp1_usr713,Battery,2025.1.24 5:34,2025.3.31 18:24,17616,19163,8.07
Batch2,cmp1_usr713,Permission,2025.1.24 5:29,2025.3.31 16:59,246,266,7.52
Batch2,cmp1_usr714,Light,2025.1.24 16:01,2025.3.28 16:36,11052,18151,39.11
Batch2,cmp1_usr714,Connectivity,2025.1.24 16:01,2025.3.28 16:36,11051,18151,39.12
Batch2,cmp1_usr714,Battery,2025.1.24 16:01,2025.3.28 16:36,11051,18151,39.12
Batch2,cmp1_usr714,Permission,2025.1.24 15:56,2025.3.28 12:40,178,252,29.37
Batch2,cmp1_usr715,Light,2025.1.26 16:32,2025.3.28 15:45,17360,17559,1.13
Batch2,cmp1_usr715,Connectivity,2025.1.26 16:32,2025.3.28 15:45,17363,17559,1.12
Batch2,cmp1_usr715,Battery,2025.1.26 16:32,2025.3.28 15:45,17363,17559,1.12
Batch2,cmp1_usr715,Permission,2025.1.26 16:27,2025.3.28 10:45,243,244,0.41
Batch2,cmp1_usr716,Light,2025.1.30 19:14,2025.4.3 13:53,4843,18080,73.21
Batch2,cmp1_usr716,Connectivity,2025.1.30 19:14,2025.4.3 13:53,4843,18080,73.21
Batch2,cmp1_usr716,Battery,2025.1.30 19:14,2025.4.3 13:53,4843,18080,73.21
Batch2,cmp1_usr716,Permission,2025.1.30 19:09,2025.4.3 9:38,69,251,72.51
Batch2,cmp1_usr717,Light,2025.1.30 20:18,2025.6.6 7:21,13704,36421,62.37
Batch2,cmp1_usr717,Connectivity,2025.1.30 20:18,2025.6.6 7:21,13704,36421,62.37
Batch2,cmp1_usr717,Battery,2025.1.30 20:18,2025.6.6 7:21,13704,36421,62.37
Batch2,cmp1_usr717,Permission,2025.1.30 20:13,2025.6.5 23:18,220,505,56.44
Batch2,cmp1_usr718,Light,2025.1.30 21:35,2025.4.22 8:56,23316,23465,0.63
Batch2,cmp1_usr718,Connectivity,2025.1.30 21:35,2025.4.22 8:56,23316,23465,0.63
Batch2,cmp1_usr718,Battery,2025.1.30 21:35,2025.4.22 8:56,23316,23465,0.63
Batch2,cmp1_usr718,Permission,2025.1.30 21:30,2025.4.22 3:11,325,325,0
Batch2,cmp1_usr719,Light,2025.1.30 21:39,2025.4.7 19:17,18417,19268,4.42
Batch2,cmp1_usr719,Connectivity,2025.1.30 21:39,2025.4.7 19:17,18417,19268,4.42
Batch2,cmp1_usr719,Battery,2025.1.30 21:39,2025.4.7 19:17,18417,19268,4.42
Batch2,cmp1_usr719,Permission,2025.1.30 21:34,2025.4.7 13:22,262,267,1.87
Batch2,cmp1_usr720,Light,2025.2.5 23:38,2025.4.5 0:31,16689,16715,0.16
Batch2,cmp1_usr720,Connectivity,2025.2.5 23:38,2025.4.5 0:31,16689,16715,0.16
Batch2,cmp1_usr720,Battery,2025.2.5 23:38,2025.4.5 0:31,16689,16715,0.16
Batch2,cmp1_usr720,Permission,2025.2.5 23:33,2025.4.4 19:56,232,232,0
Batch2,cmp1_usr721,Light,2025.2.10 17:45,2025.4.21 14:32,19564,20122,2.77
Batch2,cmp1_usr721,Connectivity,2025.2.10 17:45,2025.4.21 14:32,19576,20122,2.71
Batch2,cmp1_usr721,Battery,2025.2.10 17:45,2025.4.21 14:32,19576,20122,2.71
Batch2,cmp1_usr721,Permission,2025.2.10 17:40,2025.4.21 10:57,279,279,0
Batch2,cmp1_usr722,Light,2025.2.11 18:02,2025.4.18 11:57,18655,18936,1.48
Batch2,cmp1_usr722,Connectivity,2025.2.11 18:02,2025.4.18 11:57,18655,18936,1.48
Batch2,cmp1_usr722,Battery,2025.2.11 18:02,2025.4.18 11:57,18655,18936,1.48
Batch2,cmp1_usr722,Permission,2025.2.11 17:57,2025.4.18 11:47,261,263,0.76
Batch2,cmp1_usr723,Light,2025.2.13 16:19,2025.2.26 1:41,3555,16128,77.96
Batch2,cmp1_usr723,Connectivity,2025.2.13 16:19,2025.2.26 1:41,3555,16128,77.96
Batch2,cmp1_usr723,Battery,2025.2.13 16:19,2025.2.26 1:41,3555,16128,77.96
Batch2,cmp1_usr723,Permission,2025.2.13 16:14,2025.2.26 1:36,50,224,77.68
Batch2,cmp1_usr725,Light,2025.2.13 16:23,2025.2.25 23:25,3472,16128,78.47
Batch2,cmp1_usr725,Connectivity,2025.2.13 16:23,2025.2.25 23:25,3472,16128,78.47
Batch2,cmp1_usr725,Battery,2025.2.13 16:23,2025.2.25 23:25,3472,16128,78.47
Batch2,cmp1_usr725,Permission,2025.2.13 16:18,2025.2.25 22:40,50,224,77.68
Batch2,cmp1_usr726,Light,2025.2.14 17:18,2025.2.17 11:34,795,16128,95.07
Batch2,cmp1_usr726,Connectivity,2025.2.14 17:18,2025.2.17 11:34,795,16128,95.07
Batch2,cmp1_usr726,Battery,2025.2.14 17:18,2025.2.17 11:34,795,16128,95.07
Batch2,cmp1_usr726,Permission,2025.2.14 17:13,2025.2.17 8:59,11,224,95.09
Batch2,cmp1_usr727,Light,2025.2.17 15:00,2025.2.25 2:33,2148,16128,86.68
Batch2,cmp1_usr727,Connectivity,2025.2.17 15:00,2025.2.25 2:33,2148,16128,86.68
Batch2,cmp1_usr727,Battery,2025.2.17 15:00,2025.2.25 2:33,2148,16128,86.68
Batch2,cmp1_usr727,Permission,2025.2.17 14:55,2025.2.24 21:53,30,224,86.61
Batch2,cmp1_usr728,Light,2025.2.17 20:38,2025.4.23 16:21,18589,18669,0.43
Batch2,cmp1_usr728,Connectivity,2025.2.17 20:38,2025.4.23 16:21,18589,18669,0.43
Batch2,cmp1_usr728,Battery,2025.2.17 20:38,2025.4.23 16:21,18589,18669,0.43
Batch2,cmp1_usr728,Permission,2025.2.17 20:33,2025.4.23 13:16,259,259,0
Batch2,cmp1_usr729,Light,2025.2.18 9:54,2025.6.6 10:30,16877,31112,45.75
Batch2,cmp1_usr729,Connectivity,2025.2.18 9:54,2025.6.6 10:30,16877,31112,45.75
Batch2,cmp1_usr729,Battery,2025.2.18 9:54,2025.6.6 10:30,16877,31112,45.75
Batch2,cmp1_usr729,Permission,2025.2.18 9:49,2025.6.6 9:15,260,432,39.81
Batch2,cmp1_usr730,Light,2025.2.18 20:07,2025.4.22 19:55,16621,18142,8.38
Batch2,cmp1_usr730,Connectivity,2025.2.18 20:07,2025.4.22 19:55,16621,18142,8.38
Batch2,cmp1_usr730,Battery,2025.2.18 20:07,2025.4.22 19:55,16621,18142,8.38
Batch2,cmp1_usr730,Permission,2025.2.18 20:02,2025.4.22 15:45,240,252,4.76
Batch2,cmp1_usr731,Light,2025.2.23 15:18,2025.4.27 13:50,7913,18127,56.35
Batch2,cmp1_usr731,Connectivity,2025.2.23 15:18,2025.4.27 13:50,7913,18127,56.35
Batch2,cmp1_usr731,Battery,2025.2.23 15:18,2025.4.27 13:50,7913,18127,56.35
Batch2,cmp1_usr731,Permission,2025.2.23 15:13,2025.4.27 7:55,131,251,47.81
Batch2,cmp1_usr732,Light,2025.2.23 17:15,2025.4.25 18:33,16960,17584,3.55
Batch2,cmp1_usr732,Connectivity,2025.2.23 17:15,2025.4.25 18:33,16960,17584,3.55
Batch2,cmp1_usr732,Battery,2025.2.23 17:15,2025.4.25 18:33,16960,17584,3.55
Batch2,cmp1_usr732,Permission,2025.2.23 17:10,2025.4.25 14:13,241,244,1.23
Batch2,cmp1_usr733,Light,2025.2.4 15:53,2025.4.25 16:45,16596,23051,28
Batch2,cmp1_usr733,Connectivity,2025.2.4 15:53,2025.4.25 16:45,16596,23051,28
Batch2,cmp1_usr733,Battery,2025.2.4 15:53,2025.4.25 16:45,16596,23051,28
Batch2,cmp1_usr733,Permission,2025.2.4 15:45,2025.4.25 12:50,236,320,26.25
Batch2,cmp1_usr734,Light,2025.2.26 17:50,2025.4.25 7:00,16515,16574,0.36
Batch2,cmp1_usr734,Connectivity,2025.2.26 17:50,2025.4.25 7:00,16515,16574,0.36
Batch2,cmp1_usr734,Battery,2025.2.26 17:50,2025.4.25 7:00,16515,16574,0.36
Batch2,cmp1_usr734,Permission,2025.2.26 17:45,2025.4.25 3:50,230,230,0
Batch2,cmp1_usr735,Light,2025.2.27 18:59,2025.4.17 18:28,10381,16128,35.63
Batch2,cmp1_usr735,Connectivity,2025.2.27 18:59,2025.4.17 18:28,10381,16128,35.63
Batch2,cmp1_usr735,Battery,2025.2.27 18:59,2025.4.17 18:28,10381,16128,35.63
Batch2,cmp1_usr735,Permission,2025.2.27 18:51,2025.4.17 13:13,145,224,35.27
Batch2,cmp1_usr736,Light,2025.2.27 19:23,2025.3.23 18:20,6884,16128,57.32
Batch2,cmp1_usr736,Connectivity,2025.2.27 19:23,2025.3.23 18:20,6884,16128,57.32
Batch2,cmp1_usr736,Battery,2025.2.27 19:23,2025.3.23 18:20,6884,16128,57.32
Batch2,cmp1_usr736,Permission,2025.2.27 19:18,2025.3.23 12:50,95,224,57.59
Batch2,cmp1_usr737,Light,2025.2.28 15:24,2025.4.26 3:00,15398,16268,5.35
Batch2,cmp1_usr737,Connectivity,2025.2.28 15:24,2025.4.26 3:00,15398,16268,5.35
Batch2,cmp1_usr737,Battery,2025.2.28 15:24,2025.4.26 3:00,15398,16268,5.35
Batch2,cmp1_usr737,Permission,2025.2.28 15:19,2025.4.26 2:30,217,226,3.98
Batch2,cmp1_usr738,Light,2025.3.4 13:17,2025.5.13 6:10,17564,20075,12.51
Batch2,cmp1_usr738,Connectivity,2025.3.4 13:17,2025.5.13 6:10,17565,20075,12.5
Batch2,cmp1_usr738,Battery,2025.3.4 13:17,2025.5.13 6:10,17563,20075,12.51
Batch2,cmp1_usr738,Permission,2025.3.4 13:12,2025.5.13 2:20,250,279,10.39
Batch2,cmp1_usr740,Light,2025.3.6 18:13,2025.5.12 7:34,16312,19169,14.9
Batch2,cmp1_usr740,Connectivity,2025.3.6 18:13,2025.5.12 7:34,16312,19169,14.9
Batch2,cmp1_usr740,Battery,2025.3.6 18:13,2025.5.12 7:34,16312,19169,14.9
Batch2,cmp1_usr740,Permission,2025.3.6 18:08,2025.5.12 3:24,230,266,13.53
Batch2,cmp1_usr741,Light,2025.3.7 20:38,2025.5.12 20:17,15235,19004,19.83
Batch2,cmp1_usr741,Connectivity,2025.3.7 20:38,2025.5.12 20:17,15234,19004,19.84
